Date,Created timezone,Profile name,Profile URL,Profile followers,Profile ID,Post detail URL,Mentioned profiles ID,Collaborators,Content ID,Platform,Content type,Media type,Origin of the content,Title,Description,Author URL,Author ID,Author name,Content,Link URL,View on platform,Organic interactions,Total interactions,Organic interactions per 1000 followers,Interactions per 1000 followers,Grade,Last grade,Sentiment,Positive comments,Positive comments (%),Negative comments,Negative comments (%),Neutral comments,Neutral comments (%),Total reactions,Organic likes,Total comments,Save rate,Organic comments,Total shares,Deleted,Hidden,Spam,Unpublished,Saves,Engagements,Promoted post detection,Reactions - like,Reactions - love,Reactions - haha,Reactions - wow,Reactions - sad,Reactions - angry,Shared,Crosspost,Live,Crosspostable,Total reach,Paid reach,Organic reach,Total impressions,Paid impressions,Organic impressions,Impressions engagement rate,Reach engagement rate,Engaged users,Negative feedback,Lifetime post stories,Total likes,Total story likes,Total story comments,Total story shares,Post consumers,Post clicks,Photo views,Link clicks,Other clicks,Media views,Video play,Insights reactions - like,Insights reactions - love,Insights reactions - haha,Insights reactions - wow,Insights reactions - sad,Insights reactions - angry,Insights reactions,Video length (sec),Video view count,Total video view time (sec),Recorded,Views - auto-played,Views - click to play,Views - organic,Views - paid,Views - unique,Initial video views,10-second views,10-second views - auto-played,10-second views - click to play,10-second views - organic,10-second views - paid,10-second views - unique,30-second views,30-second views - auto-played,30-second views - click to play,30-second views - organic,30-second views - paid,30-second views - unique,Completed video views,Average completion (%),Average time watched (sec),Exits,Taps back,Taps forward,Completion rate,Labels,Label groups,Media tags,Insights video view count,Insights comments,Insights like count,Insights dislike count,Insights share count,Engagements - YouTube insights,Insights subscribers lost,Insights subscribers gained,Insights view time,Swipe up,Swipe down,Screenshots,Media view time,Avg. Video Views per Video
22/03/2026,UTC +00:00,The National News,https://www.linkedin.com/company/thenationalnews,324581,535663,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6InVybjpsaTp1Z2NQb3N0Ojc0NDE0MjM3ODg1MzUzMTIzODQiLCJwcm9maWxlSWQiOiJ1cm46bGk6b3JnYW5pemF0aW9uOjUzNTY2MyIsIm5ldHdvcmsiOiJsaW5rZWRpbiJ9/overview,,,7441423788535312384,linkedin,post,video,Brand's content,,,https://www.linkedin.com/company/thenationalnews,535663,The National News,"EU Gulf envoy Luigi Di Maio condemned Iranian drone and missile attacks on Gulf states as 'completely unjustified'. Speaking to The National, he called on Tehran to end its assault and prevent further escalation.",,https://www.linkedin.com/feed/update/urn:li:ugcPost:7441423788535312384/,,22,,0.067779691,,,no sentiment,0,0%,1,100%,0,0%,21,21,1,,1,2,,,,,,244,,,,,,,,,,,,,,,5970,,5970,4.09%,,,,,21,,,,,220,,,,,,,,,,,,21,,2130,26929,,,,,,2051,,,,,,,,,,,,,,,,,,,,,foreign desk team;interview,Format;claim your clicks,,,1,,,,,,,,,,,,2130
22/03/2026,UTC +04:00,The National,https://www.facebook.com/TheNationalNews,2390296,148788988477345,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6IjE0ODc4ODk4ODQ3NzM0NV8xMzc0OTkwOTU0NjU3MzI1IiwicHJvZmlsZUlkIjoiMTQ4Nzg4OTg4NDc3MzQ1IiwibmV0d29yayI6ImZhY2Vib29rIn0=/overview,,,148788988477345_1374990954657325,facebook,post,reel,Brand's content,,,https://www.facebook.com/TheNationalNews,148788988477345,The National,"EU Gulf envoy Luigi Di Maio condemned Iranian drone and missile attacks on Gulf states as 'completely unjustified'. Speaking to The National, he called on Tehran to end its assault and prevent further escalation.",,https://www.facebook.com/148788988477345_1374990954657325,,55,,0.023009703,C,,strongly negative,1,8%,10,77%,2,15%,38,,13,,,4,,FALSE,FALSE,,,252,organic,28,2,7,0,0,1,FALSE,FALSE,FALSE,FALSE,5942,0,5942,6117,0,6117,4.12%,4.24%,,,60,38,51,5,4,,192,,,192,6117,,40,3,7,,,1,51,80,2342,40575,,2284,58,2342,0,2307,,,,,,,,246,235,11,246,0,245,107,0.091585374,8,,,,,foreign desk team;interview,Format;claim your clicks,,,,,,,,,,,,,,,2342
22/03/2026,UTC +04:00,The National News,https://www.instagram.com/thenationalnews.com,687029,17841400442478033,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6IjE4MDk2NTMzMDk4OTc1NjkzIiwicHJvZmlsZUlkIjoiMTc4NDE0MDA0NDI0NzgwMzMiLCJuZXR3b3JrIjoiaW5zdGFncmFtIn0=/overview,,aveeenkarim,18096533098975693,instagram,collaboration,reel,Brand's content,,,https://www.instagram.com/thenationalnews.com,17841400442478033,The National News,"EU Gulf envoy Luigi Di Maio condemned Iranian drone and missile attacks on Gulf states as 'completely unjustified'. Speaking to The National, he called on Tehran to end its assault and prevent further escalation.",,https://www.instagram.com/reel/DWLr-iElEo6/,288,288,0.4191963,0.4191963,D,,negative,3,7%,25,58%,15,35%,229,229,59,,59,247,,,,,47,582,,,,,,,,,,,,40434,,40434,53734,,53734,1.08%,1.44%,,,,229,,,,,,,,,53734,,,,,,,,,,53734,,,,,53734,,,,,,,,,,,,,,,,,,,,,,,foreign desk team;interview,Format;claim your clicks,,,,,,,,,,,,,,,53734
22/03/2026,UTC +04:00,The National News,https://www.youtube.com/channel/UCGYf0VFdlSTzcJghW9z1DAA,723000,UCGYf0VFdlSTzcJghW9z1DAA,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6IlBZaGJFMlZkXzg0IiwicHJvZmlsZUlkIjoiVUNHWWYwVkZkbFNUemNKZ2hXOXoxREFBIiwibmV0d29yayI6InlvdXR1YmUifQ==/overview,,,PYhbE2Vd_84,youtube,post,video,Brand's content,EU envoy: Iran must stop ‘unjustified’ attacks on Gulf states,,https://www.youtube.com/channel/UCGYf0VFdlSTzcJghW9z1DAA,UCGYf0VFdlSTzcJghW9z1DAA,The National News,"EU Gulf envoy Luigi Di Maio condemned Iranian drone and missile attacks on Gulf states as 'completely unjustified'. Speaking to The National, he called on Tehran to end its assault and prevent further escalation.",,https://www.youtube.com/watch?v=PYhbE2Vd_84,,33,,0.0456432,,,,,,,,,,22,,11,,,,,,,,,43,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,80,1814,145120,,,,,,,,,,,,,,,,,,,,,14.25,12,,,,,foreign desk team;interview,Format;claim your clicks,,1800,11,23,4,5,43,0,0,20520,,,,,1814
22/03/2026,UTC +04:00,The National News,https://www.youtube.com/channel/UCGYf0VFdlSTzcJghW9z1DAA,723000,UCGYf0VFdlSTzcJghW9z1DAA,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6IlFvcHU2aXBWUlNvIiwicHJvZmlsZUlkIjoiVUNHWWYwVkZkbFNUemNKZ2hXOXoxREFBIiwibmV0d29yayI6InlvdXR1YmUifQ==/overview,,,Qopu6ipVRSo,youtube,post,video,Brand's content,EU envoy to Gulf calls on Iran to stop 'unacceptable' and 'unjustified' attacks,,https://www.youtube.com/channel/UCGYf0VFdlSTzcJghW9z1DAA,UCGYf0VFdlSTzcJghW9z1DAA,The National News,"EU Gulf envoy Luigi Di Maio condemned Iranian drone and missile attacks on Gulf states as 'completely unjustified'. Speaking to The National, he called on Tehran to end its assault and prevent further escalation.",,https://www.youtube.com/watch?v=Qopu6ipVRSo,,13,,0.0179806,,,,,,,,,,5,,8,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,1077,408,439416,,,,,,,,,,,,,,,,,,,,,9.224165487,100,,,,,foreign desk team;interview;long,Format;claim your clicks,,366,7,4,1,4,16,0,0,36360,,,,,408
22/03/2026,UTC +04:00,The National,https://twitter.com/TheNationalNews,1065968,20583993,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6IjIwMzU2NjA2NDY5Mzk4MzY3NDQiLCJwcm9maWxlSWQiOiIyMDU4Mzk5MyIsIm5ldHdvcmsiOiJ0d2l0dGVyIn0=/overview,20583993,,2035660646939836744,twitter,post,link,Brand's content,,,https://twitter.com/TheNationalNews,20583993,The National,Keeping the faith: Sheikh Zayed Grand Mosque welcomes 1.7 million visitors in Ramadan and Eid https://t.co/HQhwBISli6,,https://twitter.com/20583993/status/2035660646939836744,,30,,0.0281434,,,,,,,,,,28,,0,,,2,,,,,,55,,,,,,,,,,,,,,,2233,,2233,2.46%,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
22/03/2026,UTC +04:00,The National News,https://www.tiktok.com/@thenationalnews,1623223,f7543525-1f92-513e-a59b-1ab9132d7362,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6Ijc2MjAwMjM1ODI5MTUwMzg0ODUiLCJwcm9maWxlSWQiOiJmNzU0MzUyNS0xZjkyLTUxM2UtYTU5Yi0xYWI5MTMyZDczNjIiLCJuZXR3b3JrIjoidGlrdG9rIn0=/overview,,,7620023582915038485,tiktok,post,video,Brand's content,,,,,,"EU Gulf envoy Luigi Di Maio said the EU supports Gulf states but stressed that the bloc will not enter war with Iran. Speaking to The National, he further said Iran has deliberately targeted civilians across the region to create chaos.",,https://www.tiktok.com/@thenationalnews/video/7620023582915038485?utm_campaign=tt4d_open_api&utm_source=6997404317372137474,,,,,,,,,,,,,,120,,6,,,1,,,,,,127,,,,,,,,,,,,6998,,,7417,,,,1.81%,,,,120,,,,,,,,,,,,,,,,,,56,7417,70754,,,,,,,,,,,,,,,,,,,,,,9,,,,3.59%,foreign desk team;interview;short,Format;claim your clicks,,,,,,,,,,,,,,,7417
22/03/2026,UTC +04:00,The National,https://twitter.com/TheNationalNews,1065975,20583993,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6IjIwMzU2NjM2NjEwNTA3NjU0NDYiLCJwcm9maWxlSWQiOiIyMDU4Mzk5MyIsIm5ldHdvcmsiOiJ0d2l0dGVyIn0=/overview,20583993,,2035663661050765446,twitter,post,video,Brand's content,,,https://twitter.com/TheNationalNews,20583993,The National,"EU Gulf envoy Luigi Di Maio said the EU supports Gulf states but stressed that the bloc will not enter war with Iran. Speaking to The National, he further said Iran has deliberately targeted civilians across the region to create chaos. https://t.co/aQKJ8g0qyQ",,https://twitter.com/20583993/status/2035663661050765446,,13,,0.0121954,,,no sentiment,0,0%,1,100%,0,0%,7,,1,,,5,,,,,,52,,,,,,,,,,,,,,,2919,,2919,1.78%,,,,,7,,,,,,,,,,,,,,,,,,,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,foreign desk team;interview;short,Format;claim your clicks,,,,,,,,,,,,,,,988
22/03/2026,UTC +00:00,The National News,https://www.linkedin.com/company/thenationalnews,324581,535663,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6InVybjpsaTp1Z2NQb3N0Ojc0NDE0MjkzNTY1ODcwMDM5MDUiLCJwcm9maWxlSWQiOiJ1cm46bGk6b3JnYW5pemF0aW9uOjUzNTY2MyIsIm5ldHdvcmsiOiJsaW5rZWRpbiJ9/overview,,,7441429356587003905,linkedin,post,video,Brand's content,,,https://www.linkedin.com/company/thenationalnews,535663,The National News,"EU Gulf envoy Luigi Di Maio said the EU supports Gulf states but stressed that the bloc will not enter war with Iran. Speaking to The National, he further said Iran has deliberately targeted civilians across the region to create chaos.",,https://www.linkedin.com/feed/update/urn:li:ugcPost:7441429356587003905/,,13,,0.040051636,,,no sentiment,1,25%,2,50%,1,25%,9,9,4,,4,2,,,,,,206,,,,,,,,,,,,,,,3949,,3949,5.22%,,,,,9,,,,,191,,,,,,,,,,,,9,,1435,17493,,,,,,1365,,,,,,,,,,,,,,,,,,,,,foreign desk team;interview;short,Format;claim your clicks,,,4,,,,,,,,,,,,1435
22/03/2026,UTC +04:00,The National News,https://www.instagram.com/thenationalnews.com,687070,17841400442478033,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6IjE3ODUxNzYyMzgwNjQwNjkxIiwicHJvZmlsZUlkIjoiMTc4NDE0MDA0NDI0NzgwMzMiLCJuZXR3b3JrIjoiaW5zdGFncmFtIn0=/overview,,aveeenkarim,17851762380640691,instagram,collaboration,reel,Brand's content,,,https://www.instagram.com/thenationalnews.com,17841400442478033,The National News,"EU Gulf envoy Luigi Di Maio said the EU supports Gulf states but stressed that the bloc will not enter war with Iran. Speaking to The National, he further said Iran has deliberately targeted civilians across the region to create chaos.",,https://www.instagram.com/reel/DWLugX9CcXV/,87,87,0.1266247,0.1266247,D,,no sentiment,1,33%,2,67%,0,0%,83,83,4,,4,35,,,,,9,131,,,,,,,,,,,,23673,,23673,29377,,29377,0.45%,0.55%,,,,83,,,,,,,,,29377,,,,,,,,,,29377,,,,,29377,,,,,,,,,,,,,,,,,,,,,,,foreign desk team;interview;short,Format;claim your clicks,,,,,,,,,,,,,,,29377
22/03/2026,UTC +04:00,The National,https://www.facebook.com/TheNationalNews,2390296,148788988477345,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6IjE0ODc4ODk4ODQ3NzM0NV8xMzc1MDAyNjI0NjU2MTU4IiwicHJvZmlsZUlkIjoiMTQ4Nzg4OTg4NDc3MzQ1IiwibmV0d29yayI6ImZhY2Vib29rIn0=/overview,,,148788988477345_1375002624656158,facebook,post,reel,Brand's content,,,https://www.facebook.com/TheNationalNews,148788988477345,The National,"EU Gulf envoy Luigi Di Maio said the EU supports Gulf states but stressed that the bloc will not enter war with Iran. Speaking to The National, he further said Iran has deliberately targeted civilians across the region to create chaos.",,https://www.facebook.com/148788988477345_1375002624656158,,46,,0.019244479,C,,no sentiment,1,25%,2,50%,1,25%,36,,4,,,6,,FALSE,FALSE,,,119,organic,29,0,7,0,0,0,FALSE,FALSE,FALSE,FALSE,5831,0,5831,6363,0,6363,1.87%,2.04%,,,42,36,36,,6,,77,,,77,6363,,29,,7,,,,36,56,2153,36831,,2081,72,2153,0,2104,,,,,,,,239,229,10,239,0,236,148,0.114082478,7,,,,,foreign desk team;interview;short,Format;claim your clicks,,,,,,,,,,,,,,,2153
22/03/2026,UTC +04:00,The National News,https://www.youtube.com/channel/UCGYf0VFdlSTzcJghW9z1DAA,723000,UCGYf0VFdlSTzcJghW9z1DAA,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6Ilc0SXNyb3Y1aEFjIiwicHJvZmlsZUlkIjoiVUNHWWYwVkZkbFNUemNKZ2hXOXoxREFBIiwibmV0d29yayI6InlvdXR1YmUifQ==/overview,,,W4Isrov5hAc,youtube,post,video,Brand's content,EU supports Gulf states but will not enter war with Iran,,https://www.youtube.com/channel/UCGYf0VFdlSTzcJghW9z1DAA,UCGYf0VFdlSTzcJghW9z1DAA,The National News,,,https://www.youtube.com/watch?v=W4Isrov5hAc,,35,,0.0484094,,,,,,,,,,33,,2,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,56,3709,207704,,,,,,,,,,,,,,,,,,,,,23.29571894,14,,,,,foreign desk team;interview;short,Format;claim your clicks,,3684,3,33,5,4,45,0,1,48060,,,,,3709
22/03/2026,UTC +04:00,The National News,https://www.instagram.com/thenationalnews.com,,17841400442478033,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6IjE4MTAxMzI3NTMzOTAyNDI0IiwicHJvZmlsZUlkIjoiMTc4NDE0MDA0NDI0NzgwMzMiLCJuZXR3b3JrIjoiaW5zdGFncmFtIn0=/overview,,,18101327533902424,instagram,story,video,Brand's content,,,https://www.instagram.com/thenationalnews.com,17841400442478033,The National News,,,,,,,,,,,,,,,,,,,1,,,15,,,,,,1,,,,,,,,,,,,15772,,15772,18729,,18729,0.01%,0.01%,,,,,,,,,,,,,18729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1086,1181,14084,12.70%,,,,,,,,,,,,,,,,,0
22/03/2026,UTC +04:00,The National News,https://www.instagram.com/thenationalnews.com,,17841400442478033,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6IjE4MTExNjgyOTcyNjcwNjg3IiwicHJvZmlsZUlkIjoiMTc4NDE0MDA0NDI0NzgwMzMiLCJuZXR3b3JrIjoiaW5zdGFncmFtIn0=/overview,,,18111682972670687,instagram,story,video,Brand's content,,,https://www.instagram.com/thenationalnews.com,17841400442478033,The National News,,,,,,,,,,,,,,,,,,,0,,,1,,,,,,0,,,,,,,,,,,,17271,,17271,19245,,19245,0.00%,0.00%,,,,,,,,,,,,,19245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1121,552,13642,20.42%,,,,,,,,,,,,,,,,,0
22/03/2026,UTC +04:00,The National,https://www.facebook.com/TheNationalNews,2390296,148788988477345,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6IjE0ODc4ODk4ODQ3NzM0NV8xMzc1MDEwNzE0NjU1MzQ5IiwicHJvZmlsZUlkIjoiMTQ4Nzg4OTg4NDc3MzQ1IiwibmV0d29yayI6ImZhY2Vib29rIn0=/overview,,,148788988477345_1375010714655349,facebook,post,link,Brand's content,UAE mental health platform offers free counselling amid regional conflict | The National,,https://www.facebook.com/TheNationalNews,148788988477345,The National,"As well as one-to-one sessions, Takalam also provides AI tools and group sessions",https://www.thenationalnews.com/lifestyle/wellbeing/2026/03/22/takalam-app-free-counselling-session-during-iran-us-conflict/?utm_term=Autofeed&utm_medium=Social&utm_source=Facebook#Echobox=1774174877,https://www.facebook.com/148788988477345_1375010714655349,,6,,0.002510149,D,,,,,,,,,5,,0,,,1,,FALSE,FALSE,,,23,organic,5,0,0,0,0,0,,,,,3482,0,3482,4747,0,4747,0.48%,0.66%,,,7,5,6,,1,,16,,13,3,4747,,5,1,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
22/03/2026,UTC +04:00,The National,https://twitter.com/TheNationalNews,1065978,20583993,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6IjIwMzU2NzA0NDYyNzY3ODg2MDUiLCJwcm9maWxlSWQiOiIyMDU4Mzk5MyIsIm5ldHdvcmsiOiJ0d2l0dGVyIn0=/overview,20583993,,2035670446276788605,twitter,post,link,Brand's content,,,https://twitter.com/TheNationalNews,20583993,The National,EU envoy to Gulf calls on Iran to stop 'unjustified' attacks across region https://t.co/Zwb9TsS61I,,https://twitter.com/20583993/status/2035670446276788605,,12,,0.0112573,,,no sentiment,0,0%,1,100%,0,0%,6,,1,,,5,,,,,,38,,,,,,,,,,,,,,,2360,,2360,1.61%,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
22/03/2026,UTC +04:00,The National,https://www.facebook.com/TheNationalNews,2390296,148788988477345,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6IjE0ODc4ODk4ODQ3NzM0NV8xMzc1MDI0MDA3OTg3MzUzIiwicHJvZmlsZUlkIjoiMTQ4Nzg4OTg4NDc3MzQ1IiwibmV0d29yayI6ImZhY2Vib29rIn0=/overview,,,148788988477345_1375024007987353,facebook,post,link,Brand's content,Keeping the faith: Sheikh Zayed Grand Mosque welcomes 1.7 million visitors in Ramadan and Eid | The National,,https://www.facebook.com/TheNationalNews,148788988477345,The National,"People turned out in huge numbers at mosques across the country, despite challenges of ongoing conflict",https://www.thenationalnews.com/news/uae/2026/03/22/keeping-the-faith-sheikh-zayed-grand-mosque-welcomes-17-million-visitors-in-ramadan-and-eid/?utm_term=Autofeed&utm_medium=Social&utm_source=Facebook#Echobox=1774173919,https://www.facebook.com/148788988477345_1375024007987353,,23,,0.009622239,C,,,,,,,,,23,,0,,,0,,FALSE,FALSE,,,60,organic,23,0,0,0,0,0,,,,,4588,0,4588,6408,0,6408,0.94%,1.31%,,,23,23,23,,,,37,,20,17,6408,,23,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
22/03/2026,UTC +04:00,The National,https://twitter.com/TheNationalNews,1065983,20583993,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6IjIwMzU2NzQzNjM1MTM1MDgwMjEiLCJwcm9maWxlSWQiOiIyMDU4Mzk5MyIsIm5ldHdvcmsiOiJ0d2l0dGVyIn0=/overview,20583993,,2035674363513508021,twitter,post,link,Brand's content,,,https://twitter.com/TheNationalNews,20583993,The National,Dubai plans to make historic Al Ras cool and pedestrian friendly https://t.co/cXs3XwRHVb,,https://twitter.com/20583993/status/2035674363513508021,,36,,0.0337716,,,,,,,,,,31,,0,,,5,,,,,,168,,,,,,,,,,,,,,,4434,,4434,3.79%,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
22/03/2026,UTC +04:00,The National,https://www.facebook.com/TheNationalNews,2390296,148788988477345,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6IjE0ODc4ODk4ODQ3NzM0NV8xMzc1MDM3Mjg3OTg2MDI1IiwicHJvZmlsZUlkIjoiMTQ4Nzg4OTg4NDc3MzQ1IiwibmV0d29yayI6ImZhY2Vib29rIn0=/overview,,,148788988477345_1375037287986025,facebook,post,link,Brand's content,Dubai plans to make historic Al Ras cool and pedestrian friendly | The National,,https://www.facebook.com/TheNationalNews,148788988477345,The National,Contract is part of the Dubai Walk initiative announced in 2024,https://www.thenationalnews.com/news/uae/2026/03/22/dubai-plans-to-make-historic-al-ras-cool-and-pedestrian-friendly/?utm_term=Autofeed&utm_medium=Social&utm_source=Facebook#Echobox=1774176736,https://www.facebook.com/148788988477345_1375037287986025,,9,,0.003765224,D,,,,,,,,,9,,0,,,0,,FALSE,FALSE,,,28,organic,8,1,0,0,0,0,,,,,4902,0,4902,6757,0,6757,0.41%,0.57%,,,9,9,9,,,,19,,12,7,6757,,8,1,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
22/03/2026,UTC +04:00,The National Sport,https://www.facebook.com/TheNationalSport,4065,925247217543142,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6IjkyNTI0NzIxNzU0MzE0Ml8xODc3ODQ4OTg2NTAxMjY0IiwicHJvZmlsZUlkIjoiOTI1MjQ3MjE3NTQzMTQyIiwibmV0d29yayI6ImZhY2Vib29rIn0=/overview,,,925247217543142_1877848986501264,facebook,post,link,Brand's content,No fans at start of PSL 2026 due to fuel crisis and austerity measures | The National,,https://www.facebook.com/TheNationalSport,925247217543142,The National Sport,Matches to be held behind closed doors in Lahore and Karachi,https://www.thenationalnews.com/sport/cricket/2026/03/22/no-fans-at-start-of-psl-2026-due-to-fuel-crisis-and-austerity-measures/?utm_term=Autofeed&utm_medium=Social&utm_source=Facebook#Echobox=1774178661,https://www.facebook.com/925247217543142_1877848986501264,,0,,0,B,,,,,,,,,0,,0,,,0,,FALSE,FALSE,,,1,organic,0,0,0,0,0,0,,,,,9,0,9,12,0,12,8.33%,11.11%,,,,0,,,,,1,,1,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
22/03/2026,UTC +00:00,The National News,https://www.linkedin.com/company/thenationalnews,324581,535663,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6InVybjpsaTp1Z2NQb3N0Ojc0NDE0NDc3ODYxMzIyNzkyOTYiLCJwcm9maWxlSWQiOiJ1cm46bGk6b3JnYW5pemF0aW9uOjUzNTY2MyIsIm5ldHdvcmsiOiJsaW5rZWRpbiJ9/overview,,,7441447786132279296,linkedin,post,document,Brand's content,Flights,,https://www.linkedin.com/company/thenationalnews,535663,The National News,"Passengers are paying the price for surging air travel costs linked to the Iran war, with some one-way flight fares from the UAE to India doubling to more than Dh3,000. Commercial planes heading into and out of the UAE and across the Gulf region have faced significant disruption since the conflict erupted at the end of February.Experts say global air fares are expected to keep rising as the Iran war restricts airspace and available flights to and from the Middle East.The National has spoken to would-be travellers and industry experts to discover what the future might hold. Eyad Saad",,https://www.linkedin.com/feed/update/urn:li:ugcPost:7441447786132279296/,,26,,0.080103272,,,no sentiment,1,33%,1,33%,1,33%,23,23,3,,3,3,,,,,,4981,,,,,,,,,,,,,,,11373,,11373,43.80%,,,,,23,,,,,4952,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,0
22/03/2026,UTC +04:00,The National Sport,https://twitter.com/NatSportUAE,9584,2996901234,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6IjIwMzU2ODMwOTkwMzI0MDQ0MTIiLCJwcm9maWxlSWQiOiIyOTk2OTAxMjM0IiwibmV0d29yayI6InR3aXR0ZXIifQ==/overview,2996901234,,2035683099032404412,twitter,post,link,Brand's content,,,https://twitter.com/NatSportUAE,2996901234,The National Sport,No fans at start of PSL 2026 due to fuel crisis and austerity measures | The National https://t.co/ZqBpDVu01I,,https://twitter.com/2996901234/status/2035683099032404412,,0,,0,,,,,,,,,,0,,0,,,0,,,,,,1,,,,,,,,,,,,,,,122,,122,0.82%,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
22/03/2026,UTC +04:00,The National,https://www.facebook.com/TheNationalNews,2390780,148788988477345,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6IjE0ODc4ODk4ODQ3NzM0NV8xMzc1MDU4MTM0NjUwNjA3IiwicHJvZmlsZUlkIjoiMTQ4Nzg4OTg4NDc3MzQ1IiwibmV0d29yayI6ImZhY2Vib29rIn0=/overview,,,148788988477345_1375058134650607,facebook,post,photo,Brand's content,,,https://www.facebook.com/TheNationalNews,148788988477345,The National,"The UAE's air defence systems engaged four ballistic missiles and 25 drones launched from Iran earlier today, the Defence Ministry says.Since the start of the Iranian attacks on the Gulf, the UAE's air defences have engaged 345 ballistic missiles, 15 cruise missiles and 1,773 drones, the ministry added.",,https://www.facebook.com/148788988477345_1375058134650607,,159,,0.066505492,B,,no sentiment,0,0%,2,100%,0,0%,140,,3,,,16,,FALSE,FALSE,,,2609,organic,138,1,0,0,1,0,,,,,19747,0,19747,32043,0,32043,8.14%,13.21%,,,165,140,145,3,17,,2444,2097,,347,32043,,142,2,,,1,,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
22/03/2026,UTC +00:00,The National News,https://www.linkedin.com/company/thenationalnews,324581,535663,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6InVybjpsaTp1Z2NQb3N0Ojc0NDE0NTA3NTE4MTE1NDMwNDEiLCJwcm9maWxlSWQiOiJ1cm46bGk6b3JnYW5pemF0aW9uOjUzNTY2MyIsIm5ldHdvcmsiOiJsaW5rZWRpbiJ9/overview,,,7441450751811543041,linkedin,post,photo,Brand's content,,,https://www.linkedin.com/company/thenationalnews,535663,The National News,"The UAE's air defence systems engaged four ballistic missiles and 25 drones launched from Iran earlier today, the Defence Ministry says.Since the start of the Iranian attacks on the Gulf, the UAE's air defences have engaged 345 ballistic missiles, 15 cruise missiles and 1,773 drones, the ministry added.",,https://www.linkedin.com/feed/update/urn:li:ugcPost:7441450751811543041/,,37,,0.113993117,,,no sentiment,0,0%,0,0%,1,100%,36,36,1,,1,1,,,,,,1184,,,,,,,,,,,,,,,12000,,12000,9.87%,,,,,36,,,,,1146,,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,0
