name,slug,description,variations,isPrimary
Nick Webster fellowship work,nick-webster-fellowship-work,"Nick Webster was a mental journalism fellow from 2018-2020 and is The National's health reporter. He has reported on a wide range of issues, including the challenges to seafarers stuck on abandoned ships, burnout and the experiences of displaced people","Nick Webster, mental health fellowship, health reporter",0
Niger,niger,"The latest breaking stories, coverage and updates from Niger","Nigerien, Republic of Niger",0
Nigeria,nigeria,Read the latest news and business stories from one of Africa's largest economies,"Nigerian, Federal Republic of Nigeria",0
Nissan,nissan,"Latest news and reviews from Japan's car manufacturer including the Patrol and Sunny models, popular with Gulf motorists","Nissan Motors, Nissan cars, Nissan vehicles",0
Nobel Committee,nobel-committee,"Latest from the working body that selects laureates for annual prizes in science, literature and economics, most notably the Norwegian Nobel Committe that awards the presitigious Peace Prize","Nobel Prize, Nobel laureates, Nobel awards",0
North Africa,north-africa,"News, business, sport and culture stories from Egypt, Sudan and the Maghreb","Maghreb, North African region",0
North America,north-america,"Latest news from the US, Canada, Mexico and the Caribbean","North American continent, USA and Canada",0
North Korea,north-korea,"Latest news from the isolated Asian country, led by Kim Jong-un","DPRK, Democratic People's Republic of Korea, North Korean",0
Northern Ireland,northern-ireland,Latest news from the UK country in the north of the island of Ireland,"NI, Ulster, Northern Irish",0
Norway,norway,Latest political and energy news from the Scandinavian country,"Norwegian, Kingdom of Norway",0
Novak Djokovic,novak-djokovic,The Serbian tennis great aiming to break records and add more Grand Slam titles to his illustrious career,"Djokovic, Nole, Novak, Serbian tennis player",0
Nuclear energy,nuclear-energy,The latest news on nuclear power,"Nuclear power, atomic energy, nuclear plants",0
Nutrition,nutrition,"Expert advice on maintaining a balanced diet, exploring the benefits of superfoods and understanding the science behind healthy eating","Diet, nutritional health, healthy eating",0
NYU Abu Dhabi,nyu-abu-dhabi,Latest news and announcements from the leading global university with a campus on Saadiyat Island,"NYUAD, New York University Abu Dhabi",0
Obesity,obesity,"The latest news on obesity, including causes and health stories","Overweight, obesity epidemic, weight issues",0
Obituaries,obituaries,The obituaries from The National,"Obits, death notices, tributes",0
Oceans,oceans,"Climate and conservation stories about our oceans, including marine biodiversity and education","Ocean, marine, seas, marine life",0
Oil,oil,"Latest news about the key commodity driving global economies, markets and energy policies","Crude oil, petroleum, oil industry",0
Oil price,oil-price,Latest news and analysis on the impact of the price of Brent and West Texas Intermediate,"Crude prices, oil prices, Brent, WTI",0
Olaf Scholz,olaf-scholz,All you need to know about German Chancellor Olaf Scholz,"Scholz, German chancellor, Chancellor Scholz",0
Oleksandr Usyk,oleksandr-usyk,Latest news about the Ukrainian heavyweight boxing champion,"Usyk, Oleksandr, Ukrainian boxer",0
Oman,oman,Read the latest news and events from the Gulf sultanate,"Omani, Sultanate of Oman",0
Omar Al Owais fellowship work,omar-al-owais-fellowship-work,Omar was a mental health journalism fellow from 2019-2020. He contributed several columns to The National with a focus on men's mental health,"Omar Al Owais, mental health fellowship",0
Omar Marmoush,omar-marmoush,Omar Marmoush is an Egyptian forward who joined Manchester City from Eintracht Frankfurt in January 2025,"Marmoush, Omar, Egyptian striker, Man City forward",0
On Stage,on-stage,"Latest news and reviews from the world of comedy, theatre and musicals","Theatre, stage shows, live performances",0
Ons Jabeur,ons-jabeur,Get the latest news on Tunisian tennis star Ons Jabeur,"Jabeur, Ons, Tunisian tennis, Minister of Happiness",0
Opec,opec,"Latest news from the body based in Vienna, regulating global oil production and pricing","OPEC, Organization of the Petroleum Exporting Countries, oil cartel",0
Opera,opera,"A look at the timeless art form, featuring famed productions, renowned performers and emerging talent","Opera music, operatic, opera performances",0
Osama bin Laden,osama-bin-laden,"The former leader of Al Qaeda, responsible for the 9/11 attacks","Bin Laden, Osama, Al Qaeda leader",0
Oscars 2026,oscars,"Get the latest news and updates on the Oscars 2026, including nominations, winners and how to watch","Academy Awards, Oscars ceremony, Oscars 2026",0
OSN,osn,Latest news and TV shows available on the broadcast and streaming platform,"Orbit Showtime Network, OSN streaming",0
Pakistan,pakistan,Latest news from the South Asian country,"Pakistani, Islamic Republic of Pakistan",0
Pakistan cricket,pakistan-cricket,"The latest news from Pakistan's national cricket teams across Tests, the PSL, ODIs and T20 internationals","Pakistan cricket team, Green Shirts, PCB, Pak cricket",0
Pakistan Super League,pakistan-super-league,"All you need to know about the PSL T20 cricket tournament, including 2026 fixtures, schedule and teams","PSL, PSL cricket, Pakistan T20",0
Palestine,palestine,"The latest breaking stories, coverage and updates from Palestine","Palestinian, State of Palestine, Palestinian territories",0
Palm Jumeirah,palm-jumeirah,"Dubai's iconic man-made island, home to luxury hotels, beachfront residences and entertainment attractions","Palm Dubai, Palm Island, Jumeirah Palm",0
Parenting,parenting,"Guidance and expert insights on raising children, from early development and education to navigating challenges in modern parenting","Parenting tips, child-rearing, raising children",0
Paris,paris,"Read the latest news, culture and business stories come the capital of France","Paris France, French capital, City of Light",0
Paris Fashion Week,paris-fashion-week,"Get the latest news on Paris Fashion Week, including schedule and dates","PFW, Fashion Week Paris",0
Paris Olympics 2024,paris-olympics-2024,"All the latest news on the 2024 Paris Olympics, including dates, fixtures, results, venues and the opening ceremony","Paris 2024, 2024 Olympics, Olympic Games Paris",0
Paris Saint-Germain,paris-saint-germain,All the latest news about the French Ligue 1 football club and 2025 Champions League winners,"PSG, Paris SG, PSG football",0
Parking,parking,"The latest parking news from Mawaqif, Parkin and Dubai's RTA, including updates on rules and fines","Parking fees, parking fines, car parking",0
Pensions,pensions,"The news on pensions, from eligibility to pension funds in the UAE and worldwide","Pension, retirement fund, pension schemes",0
Pep Guardiola,pep-guardiola,The latest news and updates on Manchester City manager Pep Guardiola,"Guardiola, Pep, Man City manager",0
Personal finance,personal-finance,Latest money and personal finance news and features from The National,"Money management, finances, budgeting, savings",0
Peru,peru,Latest news from the South American country,"Peruvian, Republic of Peru",0
Pets,pets,"Everything about pet care, training tips, health advice, adoption and heartwarming stories about animals and their companionship","Pet care, animals, pet adoption, pet health",0
Pfizer,pfizer,"The latest news on Pfizer, including vaccine updates","Pfizer Inc, Pfizer vaccine, Pfizer pharma",0
PGA Tour,pga-tour,"News from the top professional golf circuit, featuring the world's best players and major tournaments","PGA, Professional Golfers Association, PGA golf",0
Phil Mickelson,phil-mickelson,The latest news on golfer Phil Mickelson,"Mickelson, Phil, Lefty, LIV golfer",0
Philippines,philippines,Latest news from the South-East Asian country,"Filipino, Philippine, Republic of the Philippines",0
Photography,photography,"Capturing the world through the lens, from stunning landscapes to powerful photojournalism","Photos, photojournalism, photo art",0
Photos of the Day,photos-of-the-day,"Here are today's best and most striking images from around the world, curated by The National","Photo of the day, daily photos, picture of the day",0
Piracy,piracy,Read the latest news on piracy,"Maritime piracy, sea piracy, pirates",0
PKK,pkk,"The Kurdistan Workers' Party is a militant group that waged an armed insurgency against Turkey. Its jailed leader, Abdullah Ocalan, called on members to disarm and dissolve the group in early 2025","Kurdistan Workers' Party, Kurdish militants",0
The platinum jubilee 2022,platinum-jubilee,Get the latest news on Queen Elizabeth II's Platinum Jubilee 2022 celebrations,"Platinum Jubilee, Queen's jubilee, 70 years",0
Pocketful of Dirhams,pocketful-of-dirhams,"Pocketful of Dirhams is a podcast from The National on all money matters, from saving and investing to property, managing debt and more","Pocketful Dirhams podcast, money podcast",0
Podcast,podcast,The latest on podcasts from The National,"Podcasts, audio shows, podcast series",0
Poland,poland,Latest news from the Central European country,"Polish, Republic of Poland, Polska",0
Polestar,polestar,News and reviews from the premium electric vehicle brand,"Polestar EV, Polestar cars, electric Polestar",0
Pollution,pollution,All the latest news on pollution,"Environmental pollution, air pollution, contamination",0
Pope Francis,pope-francis,"Pope Francis led the Roman Catholic Church from 2013 until his death on April 21, 2025. He was the first pontiff from Latin America and the first from the Jesuit order","Francis, Pope Francis I, Jorge Mario Bergoglio",0
Pope Leo,pope-leo,"Pope Leo XIV is the first leader of the Roman Catholic Church from the US. His papacy began on May 8, 2025, when he succeeded Pope Francis","Leo XIV, Pope Leo XIV, American Pope",0
Porsche,porsche,Get the latest news and car reviews from the German luxury brand,"Porsche cars, Porsche AG, German sports car",0
Portugal,portugal,Latest news from the western European country,"Portuguese, Portuguese Republic, República Portuguesa",0
Poverty,poverty,The latest news and stories on poverty,"Poor, poverty crisis, economic poverty",0
Pregnancy,pregnancy,"Essential health tips, expert advice and real-life stories to guide expectant parents through every stage of pregnancy and childbirth","Expecting, maternity, prenatal, childbirth",0
Premier League,premier-league,"All you need to know about English football's top division, including 2025/2026 fixtures, reports, ratings and teams","EPL, English Premier League, PL, Prem",0
Prince Andrew,prince-andrew,All the latest news about Prince Andrew,"Andrew Duke of York, Duke of York, Prince Andrew UK",0
Prince Harry,prince-harry,Bringing you all the news on Prince Harry,"Harry Duke of Sussex, Duke of Sussex, Prince Harry UK",0
Prince William,prince-william,"Get the latest news on Prince William, the Prince of Wales","William Prince of Wales, Prince of Wales, William Duke of Cambridge",0
Prisons,prisons,Read the latest news on prisons,"Jail, incarceration, correctional facilities, inmates",0
Private jets,private-jets,"A glimpse into the world of luxury aviation, from bespoke aircraft interiors to the growing market for personal and business travel","Business jets, private aviation, charter jets",0
Priyanka Chopra,priyanka-chopra,"Read the latest news about the Bollywood actress, known for her work in film, philanthropy and advocacy","Priyanka, Chopra Jonas, PC, Bollywood actress",0
Prize draws,prize-draws,"Read the latest news on UAE's popular competitions, from Abu Dhabi Big Ticket to the UAE Lottery","Raffles, competitions, lotteries, prize competitions",0
Property,property,Real estate news and analysis,"Real estate, property market, housing, real estate news",0
Punjab Kings,punjab-kings,Read the latest news about the IPL team based in the north Indian city of Mohali,"PBKS, Kings XI Punjab, Punjab IPL",0
Qatar,qatar,Read the latest news and events from the Gulf country,"Qatari, State of Qatar, Doha",0
Queen Camilla,queen-consort-camilla,"Camilla has been queen of the UK since September 2022, as the wife of King Charles III","Camilla Queen, Queen Consort, Camilla UK",0
Queen Elizabeth II,queen-elizabeth-ii,"Read about the UK's former monarch, Queen Elizabeth II","Elizabeth II, The Queen, British monarch, QEII",0
Queen Rania,queen-rania,Queen Rania married King Abdullah II in 1993 and they have four children together,"Rania of Jordan, Queen Rania Al Abdullah, Jordanian Queen",0
Rabat,rabat,"Read the latest news, culture and business stories come the capital of Morocco","Rabat Morocco, Moroccan capital",0
Rafael Nadal,rafael-nadal,Read the latest news on the retired tennis great who won 22 majors during his career,"Nadal, Rafa, Rafa Nadal, King of Clay",0
Rahul Gandhi,rahul-gandhi,Rahul Gandhi is an Indian politician who is a member of the Indian National Congress in the Lok Sabha,"Rahul, Gandhi, Congress leader, INC",0
Railways,railways,The latest news on railways including Etihad Rail,"Rail, trains, rail transport, railway system",0
Rain,rain,Read the latest news on rain and wet weather,"Rainfall, precipitation, wet weather, rainy season",0
Rajasthan Royals,rajasthan-royals,Read the latest news and reports about the first-ever IPL champions,"RR, Royals, Rajasthan IPL",0
Ramadan 2026,ramadan,Ramadan is the holiest month of the year for Muslims and is marked by fasting and prayer. Ramadan 2026 is expected to start in mid-February and will be followed by Eid Al Fitr on about March 19,"Ramzan, fasting month, holy month, Islamic month",0
Ras Al Khaimah,ras-al-khaimah,Read the latest news and event from the northern emirate,"RAK, Ras Al Khaimah emirate, RAK UAE",0
Raya Al Jadir fellowship work,raya-al-jadir-fellowship-work,Raya Al Jadir was a mental health journalism fellow from 2020-2021. She contributed several pieces to The National on living with disabilities,"Raya Al Jadir, mental health fellowship",0
Real Estate Listings,real-estate-listings,"A comprehensive guide to property in the UAE and abroad, covering market trends, investment opportunities and rent","Property listings, real estate listings, homes for sale",0
Real Madrid,real-madrid,"All the latest news, fixtures and reaction about the Spanish La Liga football club and regular Champions League winners","Real, Madrid, Los Blancos, Real Madrid CF, RM",0
Recep Tayyip Erdogan,recep-tayyip-erdogan,All the latest news on Turkey's President since 2014 and former prime minister from 2003 to 2014,"Erdogan, Turkish president, Erdoğan, President Erdogan",0
Recipes,recipes,"The National's collection of delicious and diverse recipes, ranging from traditional Arabic dishes to modern global cuisine","Cooking recipes, food recipes, recipe ideas",0
Recorded,recorded,The latest podcasts from The National,"Podcasts, audio recordings, The National podcasts",0
Recycling,recycling,Read the latest news and tips on the impact of recycling,"Recycle, waste management, environmental recycling",0
Red Bull,red-bull,"All the latest news about the dominant force in Formula One, led by Max Verstappen and innovative car designs","Red Bull Racing, RBR, Red Bull F1",0
Red Sea,red-sea,"Read the latest political and environmental news surrounding the vital waterway, including infrastructure, internet cables shipping, the Suez Canal and militant threats","Red Sea region, Red Sea waterway",0
Reem Island,reem-island,A vibrant residential and business district in Abu Dhabi,"Reem, Al Reem Island, Reem Abu Dhabi",0
Refugees,refugees,The latest news and stories on refugees and asylum seekers,"Asylum seekers, displaced persons, refugee crisis",0
Relationships,relationships,"Exploring the dynamics of companionship, friends and family ties, with insights on communication, trust and emotional well-being","Love, dating, marriage, partnerships",0
Religion,religion,All the latest religion news,"Religious, faith, spirituality, religious news",0
Renewable energy,renewable-energy,The renewable energy news from The National,"Clean energy, green energy, sustainable energy, renewables",0
Renting,renting,"All you need to know about renting property in Abu Dhabi, Dubai and the Northern Emirates, including guides and the latest costs","Rental, tenancy, renting property, rent prices",0
Republicans,republicans,Latest news on the Republican Party currently holding majorities in the Senate and House of Representatives ahead of the 2026 midterms,"Republican Party, GOP, Grand Old Party, Republicans USA, Republican nominee",1
Responsible Tourism,responsible-tourism,The latest travel tips for the environmentally conscious holidaymaker,"Sustainable tourism, eco-tourism, green travel",0
Restaurant reviews,restaurant-reviews,Read The National's in-depth critiques of dining experiences in the UAE and beyond,"Dining reviews, food reviews, restaurant critiques",0
Restaurants,restaurants,All you need to know about restaurants and eating out in the UAE and elsewhere,"Dining, eateries, food establishments, restaurants UAE",0
Riad Salameh,riad-salameh,All you need to know about Lebanon's former central bank governor Riad Salameh,"Salameh, Lebanon central bank governor, Riad",0
Rishi Sunak,rishi-sunak,Get the latest news and updates on the UK's former prime minister Rishi Sunak,"Sunak, PM Sunak, UK PM, former PM",0
Riyadh,riyadh,News from the heart of Saudi Arabia,"Riyadh Saudi, Saudi capital, Riyadh city",0
Road safety,road-safety,Read the latest news and developments aiming to reduce traffic accidents in the UAE,"Traffic safety, driving safety, road accidents",0
Robert Lewandowski,robert-lewandowski,Latest news on Barcelona's prolific Polish striker,"Lewandowski, Lewy, Barcelona striker, Polish striker",0
Roger Federer,roger-federer,Latest on the Swiss tennis star who retired in 2022 as one of the sport's greatest players,"Federer, Roger, Fed, Swiss maestro, RF",0
Rolls-Royce,rolls-royce,Latest automotive news from the British car maker,"Rolls Royce, Rolls-Royce cars, British luxury car",0
Romania,romania,The latest news and stories from the eastern European country,"Romanian, Republic of Romania",0
Rome,rome,Read the latest news from Italy's capital city,"Rome Italy, Italian capital, Roma",0
Ron DeSantis,ron-desantis,"The Governor of Florida and a former Republican presidential candidate, known for his political rivalry with Donald Trump","DeSantis, Florida governor, Ron DeSantis FL",0
Rory McIlroy,rory-mcilroy,All the latest news about the Northern Irish golfer who completed his career grand slam for majors in 2025,"McIlroy, Rory, Rors, Northern Irish golfer",0
Royal Challengers Bangalore,royal-challengers-bangalore,"RCB are a popular IPL franchise led by cricket superstar Virat Kohli. Known for its passionate fanbase and star-studded squads, it won its maiden title in 2025","RCB, Challengers, Bangalore IPL, Royal Challengers",0
The UK royal family,royal-family,"All you need to know about the British royal family, including news on King Charles III, Prince William and Prince Harry","British royals, UK royals, Royal Family, House of Windsor",0
Royal weddings,royal-weddings,Read the latest news stories about royals around the world getting married,"Royal marriages, royal ceremonies, royal nuptials",0
Ruben Amorim,ruben-amorim,Ruben Amorim is the former manager of Manchester United. The Portugese coach joined from Sporting Lisbon in November 2024 and was sacked in January 2026,"Amorim, Ruben, Man United manager, Portuguese coach",0
Rugby,rugby,"Coverage of international and club rugby, from the Six Nations to Super Rugby and beyond","Rugby union, rugby sport, rugby football",0
Rugby Sevens,rugby-sevens,"Dubai Rugby Sevens is a festival of the sport, bringing international teams and the Gulf's best club and school sides together for an action-packed tournament","Sevens, Dubai Sevens, 7s rugby",0
Rugby World Cup,rugby-world-cup,All you need to know about the 2027 Rugby World Cup scheduled to take place in Australia from October 1 to November 13,"RWC, Rugby World Cup 2027, World Cup rugby",0
Russia,russia,The latest news and business stories from the world's largest country and its ongoing war in Ukraine,"Russian, Russian Federation, RF",0
Rwanda,rwanda,Latest news from the East African country,"Rwandan, Republic of Rwanda",0
Ryder Cup,ryder-cup,"The biennial golf competition between Team Europe and Team USA, known for its intense rivalries","Ryder Cup golf, Europe vs USA golf",0
Saad Hariri,saad-hariri,Lebanon's twice former prime minister who bowed out of politics in 2022,"Hariri, Saad, Lebanese PM, Hariri Lebanon",0
Saadiyat Island,saadiyat-island,"Abu Dhabi's cultural district, home to world-class museums such as Louvre Abu Dhabi and the Zayed National Museum","Saadiyat, Cultural island, Saadiyat Abu Dhabi",0
SABIC,sabic,Latest news about the Saudi petrochemicals company,"Saudi Basic Industries Corporation, SABIC Saudi",0
Sadio Mane,sadio-mane,"Read the latest news about the Senegalese footballer, now making an impact in the Saudi Pro League with Al Nassr","Mane, Sadio, Senegalese forward",0
Saeed Saeed fellowship work,saeed-saeed-fellowship,Saeed Saeed is a 2024-2025 mental health journalism fellow and has been on staff at The National since 2011. He is using his fellowship year to report on attitudes towards mental health in the Arabic music scene,"Saeed Saeed, mental health fellowship",0
Sahel,sahel,Read the latest security and political news from the African region,"Sahel region, Sahel Africa",0
Salik,salik,"Latest news about Dubai's road toll system, designed to manage traffic flow and encourage efficient transport solutions","Dubai toll, road toll Dubai, Salik system",0
Samsung,samsung,"Read the latest technology news from the company known for smartphones, electronics and innovation in AI and semiconductors","Samsung Electronics, Samsung phones, Samsung tech",0
Sanaa,sanaa,"Latest news from the capital of Yemen, currently under Houthi control","Sanaa Yemen, Yemeni capital, Sana'a",0
Saudi Arabia,saudi-arabia,Read the latest news and events from the Gulf kingdom,"Saudi, KSA, Kingdom of Saudi Arabia, Kingdom",0
Saudi National Day,saudi-arabia-national-day,Saudi Arabia's National Day,"Saudi day, National Day Saudi, September 23",0
Saudi Pro League 25/26,saudi-pro-league,"All the news on the Saudi Pro League including teams, fixtures, schedules and more for the 2025-2026 season","SPL, Saudi league, Roshn League",0
Schools,schools,"Read the latest news on public and private schools across the UAE with a focus on ratings, costs and education","School, education institutions, schooling",0
Science,science,The latest science news,"Scientific, science news, scientific research",0
Scotland,scotland,Read the latest news and business stories about the country,"Scottish, Scotland UK, Alba",0
Sebastian Vettel,sebastian-vettel,Latest stories about the retired four-time F1 world champion,"Vettel, Seb, Sebastian, Seb Vettel",0
Security,security,The latest security news and updates,"Cybersecurity, safety, security issues",0
Senate,senate,Read the latest news from the upper chamber of the US Congress ahead of 2026 US midterms,"US Senate, Senate Congress, Upper House",0
Senegal,senegal,Latest news from the West African country,"Senegalese, Republic of Senegal",0
September 11 attacks,september-11-attacks,Latest news from the 9/11 attacks on the World Trade Centre in New York that sparked the America's War on Terror,"9/11, September 11, 9-11, Twin Towers, World Trade Center attacks",0
Serbia,serbia,Latest news from the Eastern European country,"Serbian, Republic of Serbia",0
Serena Williams,serena-williams,Latest news about the tennis great who helped revolutionised the women's game and inspired a new generation of players,"Serena, Williams, Serena Williams tennis",0
Serie A,serie-a,Latest news and coverage of Italy's top-tier football league,"Italian Serie A, Serie A Italy, Italian football",0
Sharjah,sharjah,Read the latest news and events from the UAE's cultural emirate,"Sharjah emirate, Sharjah UAE, SHJ",0
Sharjah Football Club,sharjah-football-club,"Read the latest news about one of the UAE's top flight football teams, competing in the Adnoc Pro League","Sharjah FC, Sharjah club, The King",0
Sharm El Sheikh,sharm-el-sheikh,Latest news on the Egyptian resort city in the south of the Sinai Peninsula,"Sharm, Sharm El-Sheikh Egypt, Red Sea resort",0
Sheikh Abdullah bin Zayed,sheikh-abdullah-bin-zayed,Sheikh Abdullah bin Zayed is the UAE's Deputy Prime Minister and Minister of Foreign Affairs,"Abdullah bin Zayed, Sheikh Abdullah, ABZ, UAE Foreign Minister",0
Sheikh Hamdan bin Mohammed,sheikh-hamdan-bin-mohammed,"Sheikh Hamdan bin Mohammed is the Crown Prince of Dubai, Deputy Prime Minister and Minister of Defence","Hamdan bin Mohammed, Fazza, Dubai Crown Prince, Sheikh Hamdan",0
Sheikh Jarrah,sheikh-jarrah,Sheikh Jarrah is a Palestinian neighbourhood in occupied East Jerusalem,"Sheikh Jarrah neighborhood, East Jerusalem",0
Sheikh Khaled bin Mohamed,sheikh-khaled-bin-mohamed,Sheikh Khaled bin Mohamed is the Crown Prince of Abu Dhabi,"Khaled bin Mohamed, Abu Dhabi Crown Prince, Sheikh Khaled",0
Sheikh Khalifa,sheikh-khalifa,"Read the news on Sheikh Khalifa, second UAE President from 2004 to 2022","Khalifa bin Zayed, Sheikh Khalifa bin Zayed, UAE President",0
Sheikh Mansour bin Zayed,sheikh-mansour-bin-zayed,"Sheikh Mansour bin Zayed is UAE's Vice President, Deputy Prime Minister and Chairman of the Presidential Court","Mansour bin Zayed, Sheikh Mansour, Man City owner",0
Sheikh Mohamed bin Zayed,sheikh-mohamed-bin-zayed,All you need to know about UAE President Sheikh Mohamed,"MBZ, Mohamed bin Zayed, Sheikh Mohamed, UAE President",0
Sheikh Mohammed bin Rashid,sheikh-mohammed-bin-rashid,"Sheikh Mohammed bin Rashid is the Vice President, Prime Minister and Ruler of Dubai","MBR, Mohammed bin Rashid, Sheikh Mohammed, Dubai ruler",0
Sheikh Saif bin Zayed,sheikh-saif-bin-zayed,Sheikh Saif bin Zayed is the UAE's Deputy Prime Minister and Minister of Interior,"Saif bin Zayed, Sheikh Saif, UAE Interior Minister",0
Sheikh Tamim,tamim-bin-hamad-al-thani,Latest news on the Emir of Qatar,"Tamim bin Hamad, Qatar Emir, Sheikh Tamim Qatar",0
Sheikh Zayed,sheikh-zayed,"Read the news on UAE Founding Father, the late Sheikh Zayed bin Sultan Al Nahyan","Zayed bin Sultan, Founding Father, Sheikh Zayed UAE",0
Sheikh Zayed Grand Mosque,sheikh-zayed-grand-mosque,"An architectural masterpiece in Abu Dhabi completed it 2007. Open to worshippers and the public, it attracts millions of visitors each year","Grand Mosque, SZGM, Zayed Mosque, Abu Dhabi Grand Mosque",0
Sheikha Fatima bint Mubarak,sheikha-fatima-bint-mubarak,"Mother of the Nation and Chairwoman of the General Women's Union, President of the Supreme Council for Motherhood and Childhood and Supreme Chairwoman of the Family Development Foundation","Mother of the Nation, Sheikha Fatima, Fatima bint Mubarak",0
Shinzo Abe,shinzo-abe,"Japan's former prime minister, who was assassinated in 2022","Abe, Shinzō Abe, Japanese PM, Abe Shinzo",0
Shipping,shipping,The global industry responsible for transporting goods and cargo by sea - essential for international trade and commerce,"Maritime shipping, cargo shipping, freight",0
Shoes,shoes,"The latest trends in footwear, from designer heels and sneakers to sustainable and tech-enhanced shoes for all lifestyles","Footwear, sneakers, shoe fashion, shoe trends",0
Shootings,shootings,"Latest news and debates about gun control, mass shootings and US Second Amendment rights","Gun violence, mass shootings, shooting incidents",0
Shopping,shopping,"All the news on shopping, online shopping and shopping malls","Retail, shopping malls, e-commerce, retail therapy",0
Singapore,singapore,Get the latest business news from the South-East Asian city state,"Singaporean, SG, Singapore city state, Lion City",0
Skiing,skiing,"Coverage of ski resorts, travel tips and winter sports destinations","Ski, winter sports, ski resorts, skiing holidays",0
Slovakia,slovakia,Latest news from the central European country,"Slovak, Slovak Republic",0
Smartphones,smartphones,"The latest developments in mobile technology from Apple, Samsung, Huawei, Honor and more","Mobile phones, phones, cell phones, smartphone tech",0
SMEs,sme,All the news on small and medium-sized businesses,"Small businesses, SME sector, medium enterprises",0
Smoking,smoking,"Examining the impact of smoking on health, the latest research on quitting, and regulatory measures to reduce tobacco consumption","Tobacco, cigarettes, smoking cessation, vaping",0
Social media,social-media,The latest social media news,"Social networks, social platforms, social media platforms",0
Somalia,somalia,Latest news and analysis from the Horn of Africa nation,"Somali, Federal Republic of Somalia",0
Son Heung-min,son-heung-min,The latest news on former Tottenham forward Son Heung-min,"Son, Sonny, South Korean forward, Heung-min Son",0
Sony,sony,Read the latest stories about the Japanese electronics powerhouse from the latest tech to PlayStation 6 news,"Sony Corporation, Sony Electronics, PlayStation",0
South Africa,south-africa,Latest news and business from the continent's most industrialised economy and member of Brics,"South African, SA, RSA, Republic of South Africa",0
South Africa cricket,south-africa-cricket,"The latest news from the Proteas across Tests, the SA20, ODIs and T20 internationals","Proteas, SA cricket, South African cricket",0
South America,south-america,"Read the latest news, business and climate stories from the continent","South American continent, Latin America",0
South Asia,south-asia,"Latest news on the southern region of Asia comprising India, Pakistan, Bhutan, the Maldives, Nepal, Sri Lanka and Bangladesh","South Asian region, Indian subcontinent",0
South Korea,south-korea,"Read the latest news, business and culture stories from the East Asian country","South Korean, ROK, Republic of Korea, Korea",0
South Sudan,south-sudan,Latest news from the central African country,"South Sudanese, Republic of South Sudan",0
Southampton,southampton,"Get the latest news, results, match reports and player ratings on Southampton","Southampton FC, Saints, SFC",0
South-East Asia,southeast-asia,"Read the latest news from the region - including the Philippines, Malaysia, Indonesia, Vietnam, Thailand and Asean political affairs","Southeast Asia, SEA, ASEAN region",0
Space,space,"The latest space and Nasa news, including updates on the Emirates Lunar Mission, planets and astronomy","Outer space, space exploration, cosmos, astronomy",0
SpaceX,spacex,Latest news on the US-based space exploration company founded by Elon Musk,"Space Exploration Technologies, SpaceX launches",0
Spain,spain,Latest news from the western European country,"Spanish, Kingdom of Spain, España",0
Sri Lanka,sri-lanka,Latest news from the South Asian country,"Sri Lankan, Democratic Socialist Republic of Sri Lanka, Ceylon",0
Sri Lanka cricket,sri-lanka-cricket,"The latest news from Sri Lanka's national cricket teams across Tests, ODIs and T20 internationals","Sri Lankan cricket, SL cricket, Lankan Lions",0
Start-ups,start-ups,Innovative new businesses disrupting industries with cutting-edge technology and ideas,"Startups, startup companies, new ventures, entrepreneurs",0
Staycations,staycations,Get the latest news and tips about holidaying closer to home,"Staycation, local holidays, domestic tourism",0
Stefanos Tsitsipas,stefanos-tsitsipas,Latest news about the Greek tennis player,"Tsitsipas, Stefanos, Greek tennis player, Stef",0
Sudan,sudan,All the latest news and analysis from the north African country currently in a civil war between the SAF and RSF,"Sudanese, Republic of Sudan",0
Sultan Haitham,sultan-haitham,"Latest news about the ruler of Oman since 2020, continuing the country's legacy of diplomacy","Haitham bin Tariq, Oman Sultan, Sultan of Oman",0
Sultan Qaboos,sultan-qaboos,Sultan Qaboos was the long-serving ruler of Oman from 1970 to his death in 2020. He was succeeded by Sultan Haitham,"Qaboos bin Said, Oman ruler, Sultan Qaboos Oman",0
Sunrisers Hyderabad,sunrisers-hyderabad,Sunrisers Hyderabad are an IPL franchise known for its strong bowling and tournament success,"SRH, Sunrisers, Hyderabad IPL",0
Super Bowl,super-bowl,All the latest news on the Super Bowl,"Super Bowl NFL, NFL championship, Super Bowl Sunday",0
Supercars,supercars,"A deep dive into the world of high-performance, luxury vehicles that push the boundaries of speed design, and cutting-edge technology","Exotic cars, hypercar, luxury sports cars, performance cars",0
Supreme Court,supreme-court,Latest news from the highest court in the US,"US Supreme Court, SCOTUS, Supreme Court USA",0
Sustainability,sustainability,The latest sustainability news,"Sustainable, green initiatives, environmental sustainability",0
SUVs,suv,Latest news and features on the spacious and versatile passenger vehicle with off-road features,"SUV, sport utility vehicle, 4x4, crossover",0
Sweden,sweden,Latest news from the Scandinavian country,"Swedish, Kingdom of Sweden, Sverige",0
Switzerland,switzerland,Latest news headlines and business and banking stories from the European country,"Swiss, Swiss Confederation, Schweiz",0
Syria,syria,All the latest news and analysis from the war-torn Middle East country trying to rebuild itself following the overthrow of the Assad regime,"Syrian, Syrian Arab Republic",0
